ratings,author,title,kindleprice,reviews,digitalprice,listprice
3.9 out of 5 stars,AdrianneHarun,A Man Came Out of a Door in the Mountain ,Rs.597.13,19,$15.89,$16.00
4.1 out of 5 stars,LauraHoward,The Forgotten Ones: Book 1 (The Danaan Trilogy) ,Rs.58.00,288,,$8.99
4.7 out of 5 stars,,The Complete Fairy Tales and Stories [168 Tales in the chronological order of publication] ,Rs.133.75,15,$2.99,
4.9 out of 5 stars,TheoFenraven,Wolf Bound ,Rs.235.00,11,,
3.9 out of 5 stars,,The Arabian Nights Complete and Unabridged (Unexpurgated Edition) (Halcyon Classics) ,Rs.166.38,22,,
4.1 out of 5 stars,JamieCampbell,Cinderella is Evil (The Fairy Tales Retold Series) ,Rs.55.00,207,,
4.4 out of 5 stars,,True of Blood: Book 1 of The Witch Fairy Series ,Rs.54.00,279,,$9.99
4.8 out of 5 stars,L.FrankBaum,The Wonderful Wizard of Oz [Illustrated] ,Rs.109.00,35,,$6.50
4.3 out of 5 stars,JacobGrimm,Household Tales by Brothers Grimm ,Rs.0.00,21,,
4.3 out of 5 stars,Voltaire,Candide (French Edition) ,Rs.0.00,288,,$9.95
4.8 out of 5 stars,A.E.Mayer,Temp: An Accidental Fairytale ,Rs.176.00,30,,$9.99
4.2 out of 5 stars,SamuelThews,A Place Beyond The Map ,Rs.196.00,28,,$13.49
3.9 out of 5 stars,LisaGoldstein,The Uncertain Places ,Rs.463.36,32,$9.95,$14.95
4.8 out of 5 stars,RachelMorgan,The Faerie Prince (Creepy Hollow #2) ,Rs.243.00,80,$4.12,$12.99
4.8 out of 5 stars,MarieHall,Kingdom Chronicles: Part 2 (Kingdom Series ) ,Rs.199.00,32,,
4.7 out of 5 stars,QuinnLoftis,Blood Rites (The Grey Wolves Series #2) ,Rs.166.38,543,,$12.99
3.9 out of 5 stars,JamesJoyce,Ulysses (Annotated) ,Rs.61.00,628,,$6.99
4.5 out of 5 stars,J.R.R.Tolkien,"The Fellowship of the Ring: The Lord of the Rings, Part 1: The Fellowship of the Ring v. 1 ",Rs.239.40,1270,$17.79,$8.99
4.1 out of 5 stars,,The Blue Fairy Book ,Rs.0.00,16,,
3.9 out of 5 stars,AaronShepard,"The Monkey King: A Superhero Tale of China: A Superhero Tale of China, Retold from the Journey to the West (Ancient Fantasy Book 4) ",Rs.1.00,71,$0.82,$5.00
3.8 out of 5 stars,,Grimm: The Essential Guide: Seasons 1 & 2 ,Rs.0.00,,,
4.6 out of 5 stars,AmeliaHutchins,Fighting Destiny (The Fae Chronicles Book 1) ,Rs.305.00,287,$5.15,$14.99
3.9 out of 5 stars,AliceHoffman,The Red Garden ,Rs.434.86,168,$14.90,$15.00
4.7 out of 5 stars,MarieHall,"Rumpel's Prize (Kingdom Series, Book 8) ",Rs.214.29,29,$4.05,
4.2 out of 5 stars,RichardRoberts,Quite Contrary ,Rs.309.00,18,,$14.99
4.3 out of 5 stars,,The Complete Wizard of Oz Collection (With Active Table of Contents) ,Rs.54.34,302,,
4.0 out of 5 stars,PatriciaA.McKillip,Wonders of the Invisible World ,Rs.459.65,38,$9.92,$14.95
4.2 out of 5 stars,VeraNazarian,Cobweb Bride (Cobweb Bride Trilogy Book 1) ,Rs.100.00,113,,$14.95
4.4 out of 5 stars,MikeVasich,Loki ,Rs.225.00,149,,$12.99
4.0 out of 5 stars,ThomasMaltman,Little Wolves ,Rs.537.95,102,$15.00,$15.00
4.4 out of 5 stars,AmberKallyn,"Burned (Dragos, Book 1) ",Rs.69.00,5,,$12.99
4.2 out of 5 stars,AlexiaPurdy,Ever Shade (A Dark Faerie Tale #1) ,Rs.110.00,357,,$10.58
4.3 out of 5 stars,JohnConroe,Black Frost ,Rs.60.00,61,$2.97,$8.99
4.2 out of 5 stars,,Bulfinch's Mythology: All Volumes ,Rs.59.47,12,,
,MaplewoodBooks,"King Arthur Collection (Including Le Morte d'Arthur, Idylls of the King, King Arthur and His Knights, Sir Gawain and the Green Knight, and A Connecticut Yankee in King Arthur's Court) ",Rs.60.00,,,
3.9 out of 5 stars,JohnAllyn,47 Ronin ,Rs.507.86,221,$12.71,$16.95
4.5 out of 5 stars,,Grimm's Fairy Stories ,Rs.0.00,66,,$9.99
3.9 out of 5 stars,RobertE.Keller,Knights: The Eye of Divinity (A Novel of Epic Fantasy) (The Knights Series Book 1) ,Rs.0.00,157,$2.83,$12.00
4.5 out of 5 stars,JosephCampbell,Myths to Live By (The Collected Works of Joseph Campbell) ,Rs.413.25,70,$8.29,$17.00
3.9 out of 5 stars,BrentSaltzman,The Lost World: A Retelling ,Rs.61.00,37,,$7.99
4.3 out of 5 stars,M.R.Mathias,Through the Wildwood (The Legend of Vanx Malic) ,Rs.58.00,152,,$9.99
4.2 out of 5 stars,KateDanley,The Woodcutter ,Rs.238.49,636,,$14.95
4.3 out of 5 stars,C.Gockel,I Bring the Fire Part I : Wolves (A Loki Story) ,Rs.0.00,240,$0.82,$10.99
4.3 out of 5 stars,M.R.Mathias,The Sword and the Dragon (The Wardstone Trilogy Book One) ,Rs.62.00,412,,$19.88
4.3 out of 5 stars,JeanneSelmer,Two Sisters In Ireland ,Rs.62.00,38,,
4.2 out of 5 stars,BarbraAnnino,Sin City Goddess ,Rs.296.06,52,,$14.95
4.5 out of 5 stars,Marie-MichelleJoy,Perrault's Fairy Tales with Illustrations by Gustave Doré (Fairy eBooks) ,Rs.229.00,,,
4.2 out of 5 stars,ElizabethAReeves,How (Not) to Kiss a Toad (Cindy Eller #1) ,Rs.187.00,,,$11.99
4.4 out of 5 stars,,Le Petit Prince (French Edition) ,Rs.329.31,233,,$22.00
4.4 out of 5 stars,JordanSummers,Moonlight Kin 1: A Wolf's Tale ,Rs.177.00,14,,
4.3 out of 5 stars,MarieHall,Her Mad Hatter (Kingdom Series  Book 1) ,Rs.0.00,783,$1.64,
4.3 out of 5 stars,JamesMcDonald,Bound and Hagged (Home Summonings) ,Rs.179.00,15,,
4.7 out of 5 stars,DakotaCassidy,Fangs of Anarchy - Forbidden Alpha (Part 1) Alpha Down: A Werewolf Vampire Shifter Romance ,Rs.59.00,,,
4.6 out of 5 stars,,While Beauty Slept ,Rs.656.90,85,$25.95,$25.95
4.9 out of 5 stars,,Grimm's Fairy Tales: Complete Edition & Over 200 Fairy Tales (Annotated) ,Rs.61.00,171,,$24.95
4.2 out of 5 stars,M.R.Mathias,Confliction Compendium (Dragoneers Cycle One) ,Rs.305.00,60,,
4.3 out of 5 stars,A.R.Kahler,The Immortal Circus: Act Two (Cirque des Immortels) ,Rs.300.34,124,,$14.95
4.7 out of 5 stars,RudyardKipling,Rikki-Tikki-Tavi ,Rs.0.00,587,$0.90,$4.95
4.3 out of 5 stars,CandaceKnoebel,Born in Flames (The Born in Flames Trilogy Book 1) ,Rs.305.00,86,,$14.99
4.6 out of 5 stars,AliciaMichaels,Daughter of the Red Dawn (The Lost Kingdom of Fallada) ,Rs.61.00,61,,$11.99
4.0 out of 5 stars,SelenaKitt,Modern Wicked Fairy Tales: Complete Collection Boxed Set ,Rs.414.00,51,,$19.99
4.9 out of 5 stars,HollyKelly,Descending (The Rising Series) ,Rs.299.00,38,,
4.2 out of 5 stars,SueHarrison,"Song of the River (The Storyteller Trilogy, 1) ",Rs.179.77,41,$7.93,
3.9 out of 5 stars,M.R.Mathias,The Confliction (Book Three of the Dragoneers Saga) (Dragoneer Saga) ,Rs.185.00,72,,$9.99
4.4 out of 5 stars,ShannonMayer,Dark Fae: Book 3 (Celtic Legacy Series) ,Rs.164.00,106,,
4.7 out of 5 stars,DakotaCassidy,An American Werewolf in Hoboken (Wolf Mates Book 1) ,Rs.180.00,49,,
4.3 out of 5 stars,MaplewoodBooks,"Arabian Nights (Illustrated Edition of the Tales of the Thousand and One Nights, including Aladdin and the Wonderful Lamp, Ali Baba and the Forty Thieves, and Sindbad the Sailor) ",Rs.61.00,10,,
4.5 out of 5 stars,HollyKelly,Rising (The Rising Series Book 1) ,Rs.60.00,224,,$12.99
4.0 out of 5 stars,NadiaScrieva,Drowning Mermaids (Sacred Breath Series Book 1) ,Rs.0.00,258,$0.90,$12.99
4.6 out of 5 stars,J.R.R.Tolkien,"The Lord of the Rings: The Fellowship of the Ring, The Two Towers, The Return of the King ",Rs.376.00,6023,$46.35,$20.00
4.4 out of 5 stars,M.R.Mathias,Dragon Isle (The Legend of Vanx Malic) ,Rs.190.00,92,,$9.99
3.8 out of 5 stars,A.N.RoquelaureAnneRice,Beauty's Punishment (Sleeping Beauty Trilogy) ,Rs.482.08,201,$16.00,$16.00
4.3 out of 5 stars,DemelzaCarlton,Water and Fire (Ocean's Gift) ,Rs.0.00,38,$0.82,$9.99
4.3 out of 5 stars,HelenHarper,Bloodfire (Blood Destiny Book 1) ,Rs.183.00,135,$3.11,$11.99
4.1 out of 5 stars,BarbraAnnino,My Guardian Idiot ~ fantasy tales for your funny bone ,Rs.49.00,60,,
3.7 out of 5 stars,,The Lightning Charmer ,Rs.393.90,31,$7.93,$14.95
4.7 out of 5 stars,HeatherLyons,The Deep End of the Sea ,Rs.249.00,76,,$15.00
4.2 out of 5 stars,AmberJaeger,The Cold King ,Rs.262.00,136,,
4.1 out of 5 stars,KerrelynSparks,"How to Marry a Millionaire Vampire (Love at Stake, Book 1) ",Rs.208.62,350,$7.93,$7.99
4.3 out of 5 stars,ShannonMayer,A Celtic Legacy ,Rs.300.00,26,,
4.1 out of 5 stars,,Claimed by the Alpha: a BBW Werewolf Shifter Romance (The Cull Book 1) ,Rs.0.00,43,$1.00,
4.2 out of 5 stars,ByronPreiss,Dragonworld ,Rs.118.00,31,,$29.95
4.3 out of 5 stars,A.R.Kahler,The Immortal Circus (Cirque des Immortels) ,Rs.300.34,367,,$14.95
4.4 out of 5 stars,RichardBach,Jonathan Livingston Seagull: The New Complete Edition ,Rs.109.25,,$12.99,$12.99
4.5 out of 5 stars,HelenHarper,Blood Politics (Blood Destiny) ,Rs.274.00,143,,$11.99
3.8 out of 5 stars,A.R.Kahler,The Immortal Circus: Final Act (Cirque des Immortels) ,Rs.236.73,,,$14.95
4.2 out of 5 stars,M.R.Mathias,The Royal Dragoneers (Book One of the Dragoneers Saga) ,Rs.54.00,247,,$11.99
3.8 out of 5 stars,SirJamesKnowles,The Legends of King Arthur and His Knights ,Rs.0.00,142,,$10.99
4.8 out of 5 stars,JodiMcIsaac,Beyond the Pale: A Thin Veil Novella (The Thin Veil) ,Rs.117.00,22,,
4.3 out of 5 stars,ShannonMayer,Dark Isle: Book 2 (Celtic Legacy Series) ,Rs.166.00,77,,
4.4 out of 5 stars,M.R.Mathias,Rise of the Dragon King: Book Five of the Dragoneer Saga ,Rs.298.00,5,,$9.99
4.6 out of 5 stars,,Entreat Me ,Rs.186.00,88,,
4.2 out of 5 stars,MaryWollstonecraftShelley,Frankenstein ,Rs.0.00,506,,$7.99
4.8 out of 5 stars,ChristieRich,Dark Matter (Elemental Enmity Series Book II) ,Rs.244.00,47,,$13.99
4.5 out of 5 stars,WendyHiggins,See Me ,Rs.177.00,101,,$11.99
3.8 out of 5 stars,ShannonMayer,Dark Waters: Book 1 (Celtic Legacy Series) ,Rs.54.00,159,,$15.25
4.6 out of 5 stars,,Peter Pan (Annotated) ,Rs.61.00,10,,$7.99
4.9 out of 5 stars,GreigBeck,Valkeryn 2: The Dark Lands ,Rs.399.00,27,,$15.99
4.8 out of 5 stars,A.D.Justice,Wicked Ties (Steele Security Series Book 2) ,Rs.241.00,59,,$17.99
4.4 out of 5 stars,CliffordIrving,FINAL ARGUMENT - A Legal Thriller of Florida Courtroom Justice (Clifford Irving's legal novels Book 2) ,Rs.355.00,117,,
4.0 out of 5 stars,,Pursuit And Persuasion (Ben Reese mystery series) ,Rs.164.11,68,,
4.7 out of 5 stars,KristenAshley,At Peace (The 'Burg Series Book 2) ,Rs.59.00,163,,
4.6 out of 5 stars,ScottPratt,In Good Faith (Joe Dillard Series) ,Rs.175.00,748,,$12.99
4.1 out of 5 stars,,The Cornish Coast Murder (British Library Crime Classics) ,Rs.248.00,46,,$15.00
3.9 out of 5 stars,LibbyFischerHellmann,Havana Lost ,Rs.235.00,144,,$16.99
4.2 out of 5 stars,AnnVossPeterson,Pushed Too Far (A Thriller) ,Rs.246.00,245,,$13.95
4.2 out of 5 stars,LeeChild,Never Go Back: (Jack Reacher 18) ,Rs.186.00,4601,$11.23,$9.99
,BrettAtkinsonDamianHarper,Lonely Planet Vietnam (Travel Guide) ,Rs.919.90,,$27.99,
,,,,,,
4.2 out of 5 stars,JenniferMcMahon,The One I Left Behind ,Rs.300.48,337,$12.99,$14.99
4.2 out of 5 stars,DennisLehane,Mystic River ,Rs.228.11,786,$7.99,$9.99
3.8 out of 5 stars,GeorgesSimenon,Pietr the Latvian: Inspector Maigret #1 ,Rs.245.00,17,,$10.00
,,,,,,
4.6 out of 5 stars,AndrewVachss,Shockwave: An Aftershock Novel ,Rs.707.71,5,$26.76,$26.95
,,,,,,
4.3 out of 5 stars,HarlanCoben,Missing You ,Rs.347.50,1785,$11.63,$27.95
,,,,,,
4.4 out of 5 stars,LeeChild,Bad Luck And Trouble: (Jack Reacher 11) ,Rs.233.70,842,$11.15,$9.99
,,,,,,
4.7 out of 5 stars,WilliamKentKrueger,Trickster's Point: A Novel (Cork O'Connor Mystery Series) ,Rs.457.66,174,$15.77,$16.00
,,,,,,
4.5 out of 5 stars,MichaelConnelly,The Gods of Guilt (Mickey Haller 5) ,Rs.254.00,2604,$16.53,$15.00
,,,,,,
4.5 out of 5 stars,ChipBell,Trying to Reason with Hurricane Season ,Rs.241.00,14,,$16.95
,,,,,,
4.3 out of 5 stars,MaryDaheim,The Alpine Yeoman: An Emma Lord Mystery ,Rs.776.44,57,$25.82,$26.00
4.2 out of 5 stars,BrianMcGilloway,The Rising (Inspector Devlin Mysteries) ,Rs.190.00,12,$4.97,$12.95
,,,,,,
,,,,,,
3.8 out of 5 stars,SuzanneJenkins,The Greeks of Beaubien Street: Greekown Stories Book #1 (Greektown Stories) ,Rs.60.00,118,,$15.75
4.1 out of 5 stars,AndrewVachss,Aftershock: A Thriller (Vintage Crime/Black Lizard Original) ,Rs.477.58,58,$15.84,$15.95
,,,,,,
3.9 out of 5 stars,,Tokyo Travel Guide - 3-Day Highlights Itinerary ,Rs.319.00,14,,
3.3 out of 5 stars,,A Year Without Make-Up: Tales of a 20-Something Traveler ,Rs.131.00,31,$6.23,
4.5 out of 5 stars,J.D.Viharini,Enjoying India: The Essential Handbook ,Rs.399.00,86,,$18.95
4.2 out of 5 stars,,Lonely Planet Kyoto (Travel Guide) ,Rs.781.84,32,$22.99,$22.99
,,,,,,
3.5 out of 5 stars,MarikaMcAdam,Lonely Planet Southeastern Europe (Travel Guide) ,Rs.967.72,,$29.78,$29.99
,,,,,,
3.0 out of 5 stars,RyanVerBerkmoes,Lonely Planet Indonesia (Travel Guide) ,"Rs.1,104.44",,$33.99,$33.99
,,,,,,
,PeterHitchens,Short Breaks in Mordor: Dawns and Departures of a Scribbler's Life ,Rs.448.00,,,
,,,,,,
3.7 out of 5 stars,J.MaartenTroost,Lost on Planet China: The Strange and True Story of One Man's Attempt to Understand the World's Most Mystifying Nation or How He Became Comfortable Eating Live Squid ,Rs.481.32,152,$15.89,$16.00
4.2 out of 5 stars,JamesBainbridgeChrisDelisoJessicaLee,Lonely Planet Turkey (Travel Guide) ,Rs.866.10,,$25.81,$26.99
4.2 out of 5 stars,,Lonely Planet Hong Kong (Travel Guide) ,Rs.738.19,,$21.59,$21.99
,,,,,,
4.0 out of 5 stars,Dr.JohnsonC.Philip,"All About Nepal (Country, People, Customs, Culture, Travel) (Philip's Travel Guides) ",Rs.222.58,4,,
4.0 out of 5 stars,,Fodor's Moscow & St. Petersburg (Full-color Travel Guide) ,Rs.601.35,,$19.85,$19.99
,,,,,,
4.9 out of 5 stars,,"Rick Steves' Snapshot St. Petersburg, Helsinki & Tallinn (Rick Steves Snapshot) ",Rs.445.55,7,$8.97,$11.99
3.9 out of 5 stars,DamianHarperShawnLowDanielMcCrohan,Lonely Planet China (Travel Guide) ,Rs.949.05,,$31.77,$31.99
,,,,,,
4.8 out of 5 stars,ScottWorden,100 Travel Tips For Seoul ,Rs.200.00,16,,
,,,,,,
,,,,,,
3.8 out of 5 stars,RyanVerBerkmoes,Lonely Planet Bali & Lombok (Travel Guide) ,Rs.967.72,18,$29.78,$25.99
4.2 out of 5 stars,AndrewBenderTrentHoldenCraigMcLachlanRebeccaMilnerBenedictWalker,Lonely Planet Japan (Travel Guide) ,Rs.974.44,,$29.99,$29.99
4.7 out of 5 stars,SumikoKajiyama,"Cool Japan: A Guide to Tokyo, Kyoto, Tohoku and Japanese Culture Past and Present (Museyon Guides) ",Rs.603.10,,$14.89,$19.95
,,,,,,
4.6 out of 5 stars,JamesMcGlasson,The Most Basic Japanese - All You Need to Know to Get By (Most Basic Languages) ,Rs.189.00,8,,$7.99
,,,,,,
3.4 out of 5 stars,,"Lonely Planet Vietnam, Cambodia, Laos & Northern Thailand (Travel Guide) ",Rs.836.00,,$24.99,$24.99
,,,,,,
4.2 out of 5 stars,G.M.Ford,The Nature of the Beast ,Rs.253.00,32,,
,,,,,,
4.5 out of 5 stars,AdamMinter,Junkyard Planet: Travels in the Billion-Dollar Trash Trade ,Rs.304.50,,$10.12,$26.00
,,,,,,
,,,,,,
,,,,,,
4.8 out of 5 stars,M.Z.Kelly,Hollywood Blood: A Hollywood Alphabet Series Thriller ,Rs.59.00,18,,
,,,,,,
,,,,,,
4.5 out of 5 stars,,Police: A Harry Hole thriller (Oslo Sequence 8) (Harry Hole 10) ,Rs.356.00,655,$26.50,$25.95
4.4 out of 5 stars,ElmoreLeonard,Fire in the Hole: Stories ,Rs.298.32,181,$11.99,$14.99
3.8 out of 5 stars,JonasSaul,The Kill (The Mafia Trilogy Book 1) ,Rs.185.00,71,,$14.99
,,,,,,
,,,,,,
4.1 out of 5 stars,AbigailKeam,Death By A HoneyBee 1: Josiah Reynolds Mystery ,Rs.60.00,670,,$15.00
3.3 out of 5 stars,AnnRule,Possession ,Rs.487.00,55,,$23.99
,,,,,,
,,,,,,
4.8 out of 5 stars,EstelleRyan,The Braque Connection (Genevieve Lenard Book 3) ,Rs.358.00,60,,$15.99
,,,,,,
,,,,,,
4.3 out of 5 stars,AnnCleeves,Mysteries of Shetland: Ann Cleeves Shetland novels 1-3 ,Rs.599.65,19,$11.61,
,,,,,,
,,,,,,
4.2 out of 5 stars,LeeChild,Die Trying: (Jack Reacher 2) ,Rs.280.25,1618,$11.23,$9.99
,,,,,,
,,,,,,
4.4 out of 5 stars,LeeChild,The Hard Way: (Jack Reacher 10) ,Rs.190.00,840,$11.15,$7.99
,,,,,,
,,,,,,
3.8 out of 5 stars,LeeChild,A Wanted Man: (Jack Reacher 17) ,Rs.168.00,3083,$11.15,$9.99
,,,,,,
4.2 out of 5 stars,LarryHerzberg,"China Survival Guide: How to Avoid Travel Troubles and Mortifying Mishaps, 3rd Edition ",Rs.238.49,132,$7.53,$9.95
,,,,,,
4.5 out of 5 stars,DamianHarperDanielMcCrohan,Lonely Planet Discover China (Travel Guide) ,Rs.919.90,,$27.80,$27.99
4.0 out of 5 stars,KeithMcCloskey,Mountain of the Dead: The Dyatlov Pass Incident ,Rs.345.00,,,$16.95
4.0 out of 5 stars,TimAnderson,Tune In Tokyo:The Gaijin Diaries ,Rs.236.73,170,,$14.95
,,,,,,
4.4 out of 5 stars,FredVargas,Dog Will Have His Day (Three Evangelist 2) ,Rs.629.50,5,$20.92,
4.9 out of 5 stars,MatthewAmster-Burton,Child Octopus: Edible Adventures in Hong Kong (Zip and Eat Pocket Reader Book 1) ,Rs.58.00,7,,
3.3 out of 5 stars,,The Philippines ,Rs.0.00,18,,
,,,,,,
,,,,,,
4.3 out of 5 stars,JoelGoldman,Triple Threat (Jack Davis Thrillers Book 4) ,Rs.399.00,244,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
4.2 out of 5 stars,LHThomson,Quinn Checks In (Liam Quinn Mysteries #1) ,Rs.99.00,131,,$10.99
,,,,,,
,,,,,,
,,,,,,
4.2 out of 5 stars,A.K.Alexander,Blood and Roses (Holly Jennings Thriller) ,Rs.296.06,114,,$14.95
4.2 out of 5 stars,ColinDexter,Inspector Morse: The first three novels ,Rs.349.50,67,$20.50,
,,,,,,
,,,,,,
4.0 out of 5 stars,MartinCruzSmith,Tatiana: An Arkady Renko Novel ,Rs.266.00,376,$25.81,$25.99
,,,,,,
,,,,,,
4.1 out of 5 stars,LawrenceBlock,The Burglar Who Counted the Spoons (Bernie Rhodenbarr) ,Rs.305.00,223,,$14.99
,,,,,,
,,,,,,
4.1 out of 5 stars,R.E.Donald,Slow Curve on the Coquihalla (A Hunter Rayne highway mystery Book 1) ,Rs.293.00,114,,$14.95
,,,,,,
,,,,,,
4.7 out of 5 stars,BooWalker,Lowcountry Punch ,Rs.350.00,31,,$10.28
4.6 out of 5 stars,ScottPratt,Injustice For All (Joe Dillard Series) ,Rs.175.00,892,,$12.99
,,,,,,
,,,,,,
4.4 out of 5 stars,JamesPatterson,Unlucky 13: (Women's Murder Club 13) (Women's Murder Club) ,Rs.540.55,933,$26.68,$28.00
4.6 out of 5 stars,ErezAharoni,The Eagle's Secret: Military Thriller (International Mystery & Crime Book 1) ,Rs.233.00,51,,$14.99
,,,,,,
,,,,,,
3.1 out of 5 stars,IsabelAllende,Ripper ,Rs.391.40,204,$16.52,$28.99
,,,,,,
,,,,,,
,,,,,,
,,,,,,
4.7 out of 5 stars,PamelaSamuelsYoung,Anybody's Daughter (Dre Thomas Series Book 2) ,Rs.250.00,625,,$16.99
3.9 out of 5 stars,,The Bat: The First Harry Hole Case (Harry Hole 1) ,Rs.208.00,887,$11.15,$14.95
4.7 out of 5 stars,MorganHannahMacDonald,NIGHTSCREAM (The Thomas Family Series Book 2) ,Rs.243.00,48,,$9.99
4.2 out of 5 stars,QuentinBates,Cold Steal ,Rs.219.65,10,,
,,,,,,
,,,,,,
4.8 out of 5 stars,LisaRegan,Finding Claire Fletcher ,Rs.249.00,146,,$16.99
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
4.7 out of 5 stars,LilianaHart,Whiskey Sour: An Addison Holmes Mystery (Addison Holmes Mysteries Book 2) ,Rs.300.00,215,,$12.99
,,,,,,
,,,,,,
3.9 out of 5 stars,JonasSaul,The Blade (The Mafia Trilogy Book 2) ,Rs.247.00,146,,$14.99
,,,,,,
,,,,,,
,,,,,,
,,,,,,
4.3 out of 5 stars,AceAtkins,Robert B. Parker's Wonderland (Spenser) ,Rs.417.05,336,$9.99,$9.99
4.1 out of 5 stars,AlafairBurke,All Day and a Night: A Novel of Suspense (Ellie Hatcher) ,Rs.761.50,43,$17.87,$26.99
4.7 out of 5 stars,ChristopherGreyson,Jacks Are Wild ,Rs.183.00,74,,$10.95
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
3.9 out of 5 stars,JanetEvanovich,Top Secret Twenty-one ,Rs.499.50,190,$16.60,$28.00
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
4.2 out of 5 stars,RayvenT.Hill,Blood and Justice (A Private Investigator Series of Crime Thrillers Book 1) ,Rs.250.00,1215,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
4.3 out of 5 stars,JeanneBaptisteFelipeCarrillo,The Enchantment of the Fairies: Blue ,Rs.0.00,,$0.98,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
